V1,V2,V3
-9.77884615384615,43.7985074626866,-2374.47607421875
-9.71153846153846,43.7985074626866,-2323.59619140625
-9.64423076923077,43.7985074626866,-2294.48608398438
-9.57692307692308,43.7985074626866,-2251.17626953125
-9.50961538461539,43.7985074626866,-2189.7060546875
-9.44230769230769,43.7985074626866,-2055.34619140625
-9.375,43.7985074626866,-1875.72619628906
-9.30769230769231,43.7985074626866,-1870.89477539062
-9.24038461538461,43.7985074626866,-1778.91467285156
-9.17307692307692,43.7985074626866,-1670.50476074219
-9.10576923076923,43.7985074626866,-1529.60473632812
-9.03846153846154,43.7985074626866,-1278.02478027344
-8.97115384615385,43.7985074626866,-995.174743652344
-8.90384615384615,43.7985074626866,-751.8447265625
-8.83653846153846,43.7985074626866,-573.944702148438
-8.76923076923077,43.7985074626866,-457.371765136719
-8.70192307692308,43.7985074626866,-338.711761474609
-8.63461538461539,43.7985074626866,-259.651763916016
-8.56730769230769,43.7985074626866,-206.511764526367
-8.5,43.7985074626866,-198.681762695312
-8.43269230769231,43.7985074626866,-189.5517578125
-8.36538461538461,43.7985074626866,-181.081756591797
-8.29807692307692,43.7985074626866,-159.251754760742
-8.23076923076923,43.7985074626866,-137.816452026367
-8.16346153846154,43.7985074626866,-126.376449584961
-8.09615384615385,43.7985074626866,-103.966445922852
-8.02884615384615,43.7985074626866,-71.9864501953125
-7.96153846153846,43.7985074626866,-47.7164459228516
-7.89423076923077,43.7985074626866,84.2235488891602
-7.82692307692308,43.7985074626866,-30.2964477539062
-7.75961538461539,43.7985074626866,-34.7064476013184
-7.69230769230769,43.7985074626866,37.3676300048828
-7.625,43.7985074626866,-17.7323684692383
-7.55769230769231,43.7985074626866,-76.6423645019531
-7.49038461538462,43.7985074626866,-85.1423645019531
-7.42307692307692,43.7985074626866,-106.402366638184
-7.35576923076923,43.7985074626866,-123.112365722656
-7.28846153846154,43.7985074626866,-126.60237121582
-7.22115384615385,43.7985074626866,-132.892364501953
-7.15384615384615,43.7985074626866,-135.965057373047
-7.08653846153846,43.7985074626866,-136.355056762695
-7.01923076923077,43.7985074626866,-135.395065307617
-6.95192307692308,43.7985074626866,-134.905059814453
-6.88461538461539,43.7985074626866,-134.885055541992
-6.81730769230769,43.7985074626866,-135.005065917969
-6.75,43.7985074626866,-123.985061645508
-6.68269230769231,43.7985074626866,-127.865058898926
-6.61538461538462,43.7985074626866,-126.041229248047
-6.54807692307692,43.7985074626866,-135.981231689453
-6.48076923076923,43.7985074626866,-148.441223144531
-6.41346153846154,43.7985074626866,-160.311233520508
-6.34615384615385,43.7985074626866,-245.081237792969
-6.27884615384615,43.7985074626866,-332.771240234375
-6.21153846153846,43.7985074626866,-771.111206054688
-6.14423076923077,43.7985074626866,-774.621215820312
-6.07692307692308,43.7985074626866,-403.332214355469
-6.00961538461539,43.7985074626866,-160.392211914062
-5.94230769230769,43.7985074626866,-119.562210083008
-5.875,43.7985074626866,-127.462203979492
-5.80769230769231,43.7985074626866,-126.432205200195
-5.74038461538462,43.7985074626866,-137.682205200195
-5.67307692307692,43.7985074626866,-149.532211303711
-5.60576923076923,43.7985074626866,-154.532211303711
-5.53846153846154,43.7985074626866,-149.948471069336
-5.47115384615385,43.7985074626866,-143.758483886719
-5.40384615384615,43.7985074626866,-134.088470458984
-5.33653846153846,43.7985074626866,-137.088470458984
-5.26923076923077,43.7985074626866,-125.968475341797
-5.20192307692308,43.7985074626866,-143.698471069336
-5.13461538461539,43.7985074626866,-162.198471069336
-5.06730769230769,43.7985074626866,-233.988479614258
-5,43.7985074626866,-324.452758789062
-12,43.7313432835821,-5050.1884765625
-11.9326923076923,43.7313432835821,-5044.6787109375
-11.8653846153846,43.7313432835821,-5039.73876953125
-11.7980769230769,43.7313432835821,-5040.798828125
-11.7307692307692,43.7313432835821,-5035.3486328125
-11.6634615384615,43.7313432835821,-5023.888671875
-11.5961538461538,43.7313432835821,-5019.16845703125
-11.5288461538462,43.7313432835821,-5015.5087890625
-11.4615384615385,43.7313432835821,-5012.4033203125
-11.3942307692308,43.7313432835821,-5008.79345703125
-11.3269230769231,43.7313432835821,-5006.13330078125
-11.2596153846154,43.7313432835821,-5004.14306640625
-11.1923076923077,43.7313432835821,-5002.00341796875
-11.125,43.7313432835821,-5004.853515625
-11.0576923076923,43.7313432835821,-5003.17333984375
-10.9903846153846,43.7313432835821,-5000.72314453125
-10.9230769230769,43.7313432835821,-4997.8173828125
-10.8557692307692,43.7313432835821,-4996.66748046875
-10.7884615384615,43.7313432835821,-4995.517578125
-10.7211538461538,43.7313432835821,-4990.82763671875
-10.6538461538462,43.7313432835821,-4983.3876953125
-10.5865384615385,43.7313432835821,-4964.4375
-10.5192307692308,43.7313432835821,-4904.4775390625
-10.4519230769231,43.7313432835821,-4843.69775390625
-10.3846153846154,43.7313432835821,-4743.6796875
-10.3173076923077,43.7313432835821,-4163.4697265625
-10.25,43.7313432835821,-3470.009765625
-10.1826923076923,43.7313432835821,-3023.01977539062
-10.1153846153846,43.7313432835821,-2762.7099609375
-10.0480769230769,43.7313432835821,-2607.09985351562
-9.98076923076923,43.7313432835821,-2437.33984375
-9.91346153846154,43.7313432835821,-2294.46997070312
-9.84615384615385,43.7313432835821,-2298.9560546875
-9.77884615384615,43.7313432835821,-2293.22607421875
-9.71153846153846,43.7313432835821,-2207.4462890625
-9.64423076923077,43.7313432835821,-2161.76611328125
-9.57692307692308,43.7313432835821,-1980.73620605469
-9.50961538461539,43.7313432835821,-1778.09619140625
-9.44230769230769,43.7313432835821,-1614.44616699219
-9.375,43.7313432835821,-1453.326171875
-9.30769230769231,43.7313432835821,-1371.0546875
-9.24038461538461,43.7313432835821,-1352.48474121094
-9.17307692307692,43.7313432835821,-1313.5546875
-9.10576923076923,43.7313432835821,-1250.61474609375
-9.03846153846154,43.7313432835821,-1133.884765625
-8.97115384615385,43.7313432835821,-844.07470703125
-8.90384615384615,43.7313432835821,-603.784729003906
-8.83653846153846,43.7313432835821,-474.494720458984
-8.76923076923077,43.7313432835821,-333.961761474609
-8.70192307692308,43.7313432835821,-227.261764526367
-8.63461538461539,43.7313432835821,-198.251754760742
-8.56730769230769,43.7313432835821,-187.201766967773
-8.5,43.7313432835821,-170.451766967773
-8.43269230769231,43.7313432835821,-163.401763916016
-8.36538461538461,43.7313432835821,-157.771759033203
-8.29807692307692,43.7313432835821,-146.461761474609
-8.23076923076923,43.7313432835821,-111.066444396973
-8.16346153846154,43.7313432835821,-96.8864440917969
-8.09615384615385,43.7313432835821,-51.3964462280273
-8.02884615384615,43.7313432835821,97.4835510253906
-7.96153846153846,43.7313432835821,332.063537597656
-7.89423076923077,43.7313432835821,155.593551635742
-7.82692307692308,43.7313432835821,38.2035522460938
-7.75961538461539,43.7313432835821,163.583557128906
-7.69230769230769,43.7313432835821,183.347625732422
-7.625,43.7313432835821,123.307632446289
-7.55769230769231,43.7313432835821,92.0976333618164
-7.49038461538462,43.7313432835821,78.4476318359375
-7.42307692307692,43.7313432835821,13.5176315307617
-7.35576923076923,43.7313432835821,-35.8923683166504
-7.28846153846154,43.7313432835821,-83.6123657226562
-7.22115384615385,43.7313432835821,-115.732368469238
-7.15384615384615,43.7313432835821,-121.165061950684
-7.08653846153846,43.7313432835821,-122.475059509277
-7.01923076923077,43.7313432835821,-123.735061645508
-6.95192307692308,43.7313432835821,-120.535057067871
-6.88461538461539,43.7313432835821,-127.265060424805
-6.81730769230769,43.7313432835821,-124.805061340332
-6.75,43.7313432835821,-120.155059814453
-6.68269230769231,43.7313432835821,-126.155059814453
-6.61538461538462,43.7313432835821,-126.701232910156
-6.54807692307692,43.7313432835821,-112.121231079102
-6.48076923076923,43.7313432835821,-117.161231994629
-6.41346153846154,43.7313432835821,-124.171234130859
-6.34615384615385,43.7313432835821,-132.631225585938
-6.27884615384615,43.7313432835821,-147.661224365234
-6.21153846153846,43.7313432835821,-176.281234741211
-6.14423076923077,43.7313432835821,-226.091232299805
-6.07692307692308,43.7313432835821,-227.112213134766
-6.00961538461539,43.7313432835821,-126.412208557129
-5.94230769230769,43.7313432835821,-99.6822052001953
-5.875,43.7313432835821,-96.8722076416016
-5.80769230769231,43.7313432835821,-88.3122100830078
-5.74038461538462,43.7313432835821,-95.2222061157227
-5.67307692307692,43.7313432835821,-113.792205810547
-5.60576923076923,43.7313432835821,-121.562210083008
-5.53846153846154,43.7313432835821,-126.718475341797
-5.47115384615385,43.7313432835821,-145.348480224609
-5.40384615384615,43.7313432835821,-147.318481445312
-5.33653846153846,43.7313432835821,-147.998474121094
-5.26923076923077,43.7313432835821,-149.718475341797
-5.20192307692308,43.7313432835821,-151.338470458984
-5.13461538461539,43.7313432835821,-150.008483886719
-5.06730769230769,43.7313432835821,-149.118469238281
-5,43.7313432835821,-170.492767333984
-12,43.6641791044776,-5050.31884765625
-11.9326923076923,43.6641791044776,-5042.62890625
-11.8653846153846,43.6641791044776,-5042.16845703125
-11.7980769230769,43.6641791044776,-5044.94873046875
-11.7307692307692,43.6641791044776,-5043.87890625
-11.6634615384615,43.6641791044776,-5038.3486328125
-11.5961538461538,43.6641791044776,-5024.21875
-11.5288461538462,43.6641791044776,-5021.1484375
-11.4615384615385,43.6641791044776,-5019.1533203125
-11.3942307692308,43.6641791044776,-5016.0634765625
-11.3269230769231,43.6641791044776,-5014.2734375
-11.2596153846154,43.6641791044776,-5013.533203125
-11.1923076923077,43.6641791044776,-5012.83349609375
-11.125,43.6641791044776,-5012.0234375
-11.0576923076923,43.6641791044776,-5010.0732421875
-10.9903846153846,43.6641791044776,-5008.203125
-10.9230769230769,43.6641791044776,-5004.517578125
-10.8557692307692,43.6641791044776,-5002.29736328125
-10.7884615384615,43.6641791044776,-5000.4677734375
-10.7211538461538,43.6641791044776,-4996.2578125
-10.6538461538462,43.6641791044776,-4996.09765625
-10.5865384615385,43.6641791044776,-4967.45751953125
-10.5192307692308,43.6641791044776,-4921.48779296875
-10.4519230769231,43.6641791044776,-4783.77734375
-10.3846153846154,43.6641791044776,-4319.25
-10.3173076923077,43.6641791044776,-3808.90991210938
-10.25,43.6641791044776,-3455.69995117188
-10.1826923076923,43.6641791044776,-3243.90991210938
-10.1153846153846,43.6641791044776,-3098.10986328125
-10.0480769230769,43.6641791044776,-2869.67993164062
-9.98076923076923,43.6641791044776,-2604.89990234375
-9.91346153846154,43.6641791044776,-2486.61987304688
-9.84615384615385,43.6641791044776,-2682.23608398438
-9.77884615384615,43.6641791044776,-2419.2861328125
-9.71153846153846,43.6641791044776,-2102.47607421875
-9.64423076923077,43.6641791044776,-1894.98620605469
-9.57692307692308,43.6641791044776,-1612.076171875
-9.50961538461539,43.6641791044776,-1463.43615722656
-9.44230769230769,43.6641791044776,-1334.24621582031
-9.375,43.6641791044776,-1227.99621582031
-9.30769230769231,43.6641791044776,-1143.24475097656
-9.24038461538461,43.6641791044776,-1105.95471191406
-9.17307692307692,43.6641791044776,-1033.62475585938
-9.10576923076923,43.6641791044776,-887.964721679688
-9.03846153846154,43.6641791044776,-753.664733886719
-8.97115384615385,43.6641791044776,-473.424713134766
-8.90384615384615,43.6641791044776,-323.334716796875
-8.83653846153846,43.6641791044776,-231.874725341797
-8.76923076923077,43.6641791044776,-192.001754760742
-8.70192307692308,43.6641791044776,-178.311767578125
-8.63461538461539,43.6641791044776,-171.251754760742
-8.56730769230769,43.6641791044776,-164.261764526367
-8.5,43.6641791044776,-156.181762695312
-8.43269230769231,43.6641791044776,-140.721755981445
-8.36538461538461,43.6641791044776,-114.871757507324
-8.29807692307692,43.6641791044776,-89.8917617797852
-8.23076923076923,43.6641791044776,-60.6964492797852
-8.16346153846154,43.6641791044776,-15.4264478683472
-8.09615384615385,43.6641791044776,93.3035507202148
-8.02884615384615,43.6641791044776,151.503555297852
-7.96153846153846,43.6641791044776,261.983551025391
-7.89423076923077,43.6641791044776,164.563552856445
